time_bucket,supply_tx_count,withdrawal_tx_count,unique_suppliers,unique_withdraw_users,supply_amount_value_usd,supply_amount_value_eth,withdrawal_amount_value_usd,withdrawal_amount_value_eth
2025-11-21 00:00:00.000 UTC,899,902,438,365,124645839.36877118,44037.332064457485,170384656.78867966,60196.87719752684
2025-11-21 06:00:00.000 UTC,1827,1754,770,676,393280199.66541237,143927.15090055595,449256222.51403904,164422.39845670265
2025-11-21 12:00:00.000 UTC,1451,1317,680,546,690760096.4669073,252740.79425469943,728349551.0823107,266502.513903623
2025-11-21 18:00:00.000 UTC,835,631,409,264,380049013.9274382,138063.31708875645,299933449.8459726,108959.20964215805
2025-11-22 00:00:00.000 UTC,510,437,239,179,137917329.60194924,50081.22508549688,62579818.92710548,22724.260092282373
2025-11-22 06:00:00.000 UTC,483,453,273,241,82846511.33621879,30257.71126985522,215605395.31834397,78745.31190088828
2025-11-22 12:00:00.000 UTC,656,502,357,274,145993464.76993963,53343.528737261106,397249303.1252912,145148.7561151524
2025-11-22 18:00:00.000 UTC,499,405,263,191,105433481.0447766,38254.80094097658,104513501.39026667,37920.959375221064
2025-11-23 00:00:00.000 UTC,557,451,268,197,313921561.15832967,111728.61690609211,266551975.54280728,94869.48656521217
2025-11-23 06:00:00.000 UTC,470,351,268,186,328348063.7379537,116865.23184371387,320449711.3756432,114054.07283124019
2025-11-23 12:00:00.000 UTC,656,474,355,229,338069455.7780975,119640.85138045457,442168838.3089461,156481.22372777722
2025-11-23 18:00:00.000 UTC,527,403,283,186,101251820.08520545,35874.94301129,60738190.39461224,21520.313199126536
2025-11-24 00:00:00.000 UTC,434,415,201,199,55819541.71428901,19736.10620552277,139673684.21510944,49383.37801184689
2025-11-24 06:00:00.000 UTC,438,370,250,241,149950368.10528412,53177.53721276327,137621195.61951342,48805.143369165955
2025-11-24 12:00:00.000 UTC,587,456,325,276,469735725.3872861,165668.82337883423,137628102.0219676,48538.99725677949
2025-11-24 18:00:00.000 UTC,755,617,367,289,397657085.18149394,134219.06354515918,431688287.9739612,145705.3519208591
2025-11-25 00:00:00.000 UTC,418,364,239,206,102112114.54803184,34837.387836275586,48146974.9714767,16426.196055545934
2025-11-25 06:00:00.000 UTC,480,474,301,272,270580043.9031637,93269.48171741811,120621258.3486718,41578.64883475097
2025-11-25 12:00:00.000 UTC,716,729,403,416,401694160.90303504,137919.64784606258,360571648.68225664,123800.8835043064
2025-11-25 18:00:00.000 UTC,508,382,316,210,209498994.67990017,71380.24187511626,195842680.0578859,66727.87070914797
2025-11-26 00:00:00.000 UTC,376,322,204,171,58862024.981478125,19939.755605151055,54215048.011455245,18365.506224687255
2025-11-26 06:00:00.000 UTC,386,345,233,205,258231964.03688806,88253.09158945792,289659594.28652126,98993.58580200296
2025-11-26 12:00:00.000 UTC,613,467,343,261,184865561.14542118,63043.45774822775,148028125.51588264,50480.91199514827
2025-11-26 18:00:00.000 UTC,720,562,377,313,214392632.53004116,70829.54219847628,123555808.44587669,40819.49714121785
2025-11-27 00:00:00.000 UTC,578,575,273,249,518358694.8807387,170566.48278985795,334964403.0201293,110220.18130006756
2025-11-27 06:00:00.000 UTC,541,540,313,289,308146020.48954076,101674.60973371283,139246929.47890514,45945.34691330714
2025-11-27 12:00:00.000 UTC,661,622,349,276,491498407.4931013,163364.47785253415,363895447.38311815,120951.68942251061
2025-11-27 18:00:00.000 UTC,479,485,232,216,284326988.96716356,93836.38569932192,157368173.13428172,51936.14176584897
2025-11-28 00:00:00.000 UTC,243,244,129,168,44920887.13752119,14914.08360333691,58404789.71283498,19390.859681250284
2025-11-28 06:00:00.000 UTC,462,429,245,240,177783079.8549537,58587.6583822589,144913427.5435139,47755.13453582174
2025-11-28 12:00:00.000 UTC,646,520,356,282,350581887.6957461,114900.54651683278,215628853.961299,70670.72871418334
2025-11-28 18:00:00.000 UTC,410,319,245,189,152152851.7752602,49973.362485086465,163739769.9753804,53779.00596032237
2025-11-29 00:00:00.000 UTC,331,277,185,167,318361952.7244439,104882.17091226387,278821308.615354,91855.76895622729
2025-11-29 06:00:00.000 UTC,364,337,197,202,228237899.70102623,75852.46010856175,216805617.9876008,72053.05103267787
2025-11-29 12:00:00.000 UTC,358,352,209,201,141300342.5621342,47090.9826031819,419912647.5411136,139943.85229945523
2025-11-29 18:00:00.000 UTC,284,261,169,155,103630357.0984299,34637.44526814694,68698512.49758263,22961.814332251095
2025-11-30 00:00:00.000 UTC,270,206,138,110,61874537.12674626,20626.314565254666,108724704.0248953,36244.12778843013
2025-11-30 06:00:00.000 UTC,331,305,204,192,32899721.372106455,10938.788464006815,28524619.602365658,9484.111201490678
2025-11-30 12:00:00.000 UTC,428,365,245,223,160673489.29232,52930.549983163546,224375686.58663505,73915.97019184523
2025-11-30 18:00:00.000 UTC,413,339,250,198,144436961.43863502,47678.058285221996,54062262.412322566,17845.75488055601
2025-12-01 00:00:00.000 UTC,845,920,391,432,202058159.01918396,70929.90202889823,214288464.29497987,75222.37435844872
