time_bucket,avg_total_collateral_base,avg_total_debt_base,avg_available_borrows_base,avg_current_liquidation_threshold,avg_ltv,sampled_user_count,account_data_call_count
2026-02-02 20:00:00.000 UTC,31620092.3613916,12712103.04659396,11249602.94486859,0.7951,0.7578,1,1
2026-02-03 02:00:00.000 UTC,15051635.349982513,6516692.83301739,4825171.975377019,0.64922,0.62358,3,5
2026-02-03 04:00:00.000 UTC,569.97505972,475.55029470666665,54.52651083,0.95,0.93,1,3
2026-02-03 06:00:00.000 UTC,1259.6902507,985.06959986,160.94939756666665,0.94,0.92,2,3
2026-02-03 08:00:00.000 UTC,3591299.642957614,3312688.6092833094,27220.05866727,0.4318181818181818,0.42272727272727273,5,11
2026-02-03 10:00:00.000 UTC,41185.3185161075,29550.586812425,3604.2452235775,0.85485,0.831175,2,4
2026-02-03 12:00:00.000 UTC,58.45726619,47.45560825,4.4e-07,0.8367,0.8118,1,1
2026-02-03 14:00:00.000 UTC,9847.474284145,7136.773775815,495.018794395,0.8,0.775,1,2
2026-02-03 16:00:00.000 UTC,4112532.026521099,503799.24034240295,2499400.77133658,0.414,0.397,5,10
2026-02-03 18:00:00.000 UTC,3772361.423754403,919727.0128819715,1852782.8204084653,0.7365333333333333,0.7043875,12,24
2026-02-03 20:00:00.000 UTC,60757.98922019,39527.04869358,9383.132628666666,0.83,0.805,2,3
2026-02-03 22:00:00.000 UTC,0.0,0.0,0.0,0.0,0.0,2,6
2026-02-04 02:00:00.000 UTC,28614.86756387,15978.132015813999,4088.818788406,0.892,0.866,3,5
2026-02-04 06:00:00.000 UTC,10616.8997615275,7612.4584193025,76.8903858075,0.7725,0.7275,3,4
2026-02-04 08:00:00.000 UTC,23458.778755466665,16825.426961126668,169.9528814,0.77,0.72,2,3
2026-02-04 10:00:00.000 UTC,17416.95493538,12069.950118525,121.918336235,0.75,0.7,1,2
2026-02-04 12:00:00.000 UTC,22766254.64798904,8192051.51899728,9262835.91961591,0.8,0.7667,1,1
2026-02-04 14:00:00.000 UTC,53754.04035356571,38642.97067947,4559.003871617143,0.8214285714285714,0.7964285714285715,4,7
2026-02-04 16:00:00.000 UTC,4733252.958897734,156359.261741244,3509313.8770481246,0.7506666666666667,0.7173333333333333,9,15
2026-02-04 18:00:00.000 UTC,14617767.794883737,6031266.899642158,5352038.994891658,0.8083166666666667,0.7822,7,12
2026-02-04 20:00:00.000 UTC,8655922.49126469,300332.4196529,6406716.500388042,0.785,0.74625,3,4
2026-02-04 22:00:00.000 UTC,28214.43754932,17258.98346427,3337.55594673,0.52,0.4866666666666667,2,3
2026-02-05 00:00:00.000 UTC,35111666.52129755,1136033.84438638,26075507.70961922,0.8,0.775,1,1
2026-02-05 02:00:00.000 UTC,35896543.63424239,13808696.29322549,17411995.504622355,0.818525,0.787725,5,8
2026-02-05 04:00:00.000 UTC,14354309.095430834,4650164.53946679,6239801.300307677,0.73574,0.6975933333333333,6,15
2026-02-05 06:00:00.000 UTC,12427753.07979217,2876808.732530138,6211676.911453388,0.7904684210526316,0.7468368421052631,5,19
2026-02-05 08:00:00.000 UTC,12747574.601367062,2880138.052523253,6425735.543008217,0.8266666666666667,0.7866666666666667,2,3
2026-02-05 10:00:00.000 UTC,15577503.568276284,5721801.326357365,6045825.65331095,0.79005,0.753425,3,4
2026-02-05 12:00:00.000 UTC,13561200.386452775,8125130.061323265,2431687.42983838,0.7812448275862068,0.7488344827586206,14,29
2026-02-05 14:00:00.000 UTC,5540052.563820157,3456491.083937481,802058.9027990735,0.7851871428571429,0.7531771428571429,34,70
2026-02-05 16:00:00.000 UTC,2630433.94309585,1324698.4078350572,598087.6149669443,0.5857142857142857,0.5642857142857143,3,7
2026-02-05 18:00:00.000 UTC,1191639.8056725324,646860.1867620788,225713.73967108558,0.70056875,0.66888125,9,16
2026-02-05 20:00:00.000 UTC,2852273.3490661336,2085940.2435771537,148539.82889141704,0.7614472972972973,0.7290013513513514,38,74
2026-02-05 22:00:00.000 UTC,1155732.315242126,848019.1741701165,59067.603999175255,0.7360225,0.7102975,28,40
2026-02-06 00:00:00.000 UTC,571062.414156411,343437.9570560112,100707.21478563167,0.7742350649350649,0.7420285714285715,36,77
2026-02-06 02:00:00.000 UTC,40810.34577628,28639.55948057,4212.76886933,0.83,0.805,2,4
2026-02-06 04:00:00.000 UTC,6703326.546949213,2774210.58687065,2362142.59301874,0.7931666666666667,0.7554333333333333,2,3
2026-02-06 06:00:00.000 UTC,13375808.947582297,6494171.6174375,3577332.982181659,0.7876142857142857,0.744,5,7
2026-02-06 08:00:00.000 UTC,107749190.50550129,53861015.89070083,43113255.56583705,0.935,0.915,2,4
2026-02-06 10:00:00.000 UTC,14858353.061217375,7085094.832859505,4124046.71955844,0.78665,0.7522,2,2
2026-02-06 12:00:00.000 UTC,2.4199709,0.96749854,1.28307439,0.95,0.93,1,1
2026-02-06 14:00:00.000 UTC,3564408.304917284,2034614.59260072,652029.445405821,0.80132,0.76242,6,10
2026-02-06 16:00:00.000 UTC,123104.33909481455,61455.864786635,33940.80305698955,0.8095181818181818,0.7765318181818182,12,22
2026-02-06 18:00:00.000 UTC,60258.3319198775,45329.51961338,3178.4375821175,0.83,0.805,1,4
2026-02-06 22:00:00.000 UTC,185222.64615155,93622.5630878,45294.42152586,0.78,0.75,1,1
2026-02-07 02:00:00.000 UTC,36816214.19214792,15914312.03103904,11745709.69152169,0.7916,0.7513,1,1
2026-02-07 04:00:00.000 UTC,11511293.364175703,7486334.98256914,1434927.8383465835,0.8048666666666667,0.7756,2,3
2026-02-07 06:00:00.000 UTC,56277.769924385,42568.562504605,2735.04228452,0.83,0.805,1,2
2026-02-07 08:00:00.000 UTC,35634884.73813539,13609334.61384384,13163154.28991727,0.7916,0.7513,1,1
2026-02-07 10:00:00.000 UTC,2545.95386263,1908.1570729,383.20140346,0.92,0.9,1,1
2026-02-07 12:00:00.000 UTC,7505970.719596626,3117098.655456316,2522136.43251299,0.78222,0.75026,3,5
2026-02-07 14:00:00.000 UTC,9433699.16825528,4154302.850458865,2933541.6649054075,0.910275,0.885325,3,4
2026-02-07 16:00:00.000 UTC,2635916.04381214,1186162.7894460924,738055.9225367625,0.78,0.73,3,4
2026-02-07 18:00:00.000 UTC,17276480.086082034,8644773.747875601,4235547.7719407035,0.78385,0.7371833333333333,5,6
2026-02-07 20:00:00.000 UTC,2380716.03295986,2053005.5754820125,157436.9798303525,0.89,0.8675,2,4
2026-02-07 22:00:00.000 UTC,2917801.432015831,2423879.921152599,289675.4106221227,0.95,0.93,1,56
2026-02-08 00:00:00.000 UTC,598945.5793168334,63234.68395755,493784.7048070989,0.95,0.93,2,9
2026-02-08 02:00:00.000 UTC,922838.4050477631,830023.79791088,28215.918783533336,0.95,0.93,1,6
2026-02-08 06:00:00.000 UTC,36450387.20377443,12306527.71302027,15089583.30933659,0.7917,0.7516,1,1
2026-02-08 08:00:00.000 UTC,37015999.90772779,12891071.08132157,14922751.24934509,0.7917,0.7514,1,1
2026-02-08 10:00:00.000 UTC,10914231.962672904,5979235.94916024,2806720.780791445,0.83,0.805,1,2
2026-02-08 16:00:00.000 UTC,33124350.766091056,15493516.73965734,9208892.60343335,0.7877333333333333,0.7442,2,3
2026-02-08 18:00:00.000 UTC,9264817.02832108,4262044.877183857,2699081.02222923,0.9104,0.885325,2,4
2026-02-09 06:00:00.000 UTC,2534.13893051,1900.94607973,301.22065088,0.889,0.869,1,1
2026-02-09 08:00:00.000 UTC,36310437.30190577,17965328.5427005,9314703.0022213,0.7916,0.7513,1,1
2026-02-09 10:00:00.000 UTC,0.29054839,0.010202985,0.260007015,0.475,0.465,2,2
2026-02-09 12:00:00.000 UTC,0.05129953,0.01622487,0.03148369,0.95,0.93,1,1
2026-02-09 14:00:00.000 UTC,35690309.37282578,14679008.34815475,12135121.08364925,0.7916,0.7513,1,1
2026-02-09 16:00:00.000 UTC,32706451.87453833,16334013.103287205,7928661.273346525,0.7858,0.7407,2,2
2026-02-09 20:00:00.000 UTC,3523.06590617,0.0,3276.45129273,0.95,0.93,1,3
2026-02-09 22:00:00.000 UTC,420293.2407745925,0.0,315219.9305809425,0.78,0.75,2,4
2026-02-10 02:00:00.000 UTC,46973.698581375,33699.215332025,4114.612025975,0.83,0.805,1,2
2026-02-10 04:00:00.000 UTC,36435446.37899629,12775988.73223404,14601605.67694377,0.7917,0.7514,1,1
2026-02-10 06:00:00.000 UTC,53861.993446455,40572.705440795,2786.199283595,0.83,0.805,1,2
2026-02-10 08:00:00.000 UTC,34915855.61229246,20079934.109658934,8117903.667065157,0.8443333333333334,0.8107666666666667,2,3
2026-02-10 12:00:00.000 UTC,2.37869792,1.745677565,0.466511495,0.95,0.93,2,2
2026-02-10 14:00:00.000 UTC,35919951.22709154,18565665.44340895,8417401.91838221,0.7916,0.7512,1,1
2026-02-10 16:00:00.000 UTC,12039414.651924543,6225042.793784697,2818919.3069800367,0.7838333333333333,0.7504,2,3
2026-02-10 18:00:00.000 UTC,3648413.04989264,2189047.45124473,474294.07517689,0.78,0.73,1,1
2026-02-10 20:00:00.000 UTC,2613752.259527375,2142896.043619845,281732.88101066,0.865,0.84,2,2
2026-02-10 22:00:00.000 UTC,69765.41662696,19714.22347092,32609.838999295,0.78,0.75,1,2
2026-02-11 00:00:00.000 UTC,71079.308831745,21027.829721125,32281.65190268,0.78,0.75,1,2
2026-02-11 04:00:00.000 UTC,994208.61518196,686789.8759868675,39691.16546819,0.585,0.5475,3,4
2026-02-11 06:00:00.000 UTC,8474258.961197412,4488863.569715427,1802724.4415672773,0.6702142857142857,0.6316,5,7
2026-02-11 08:00:00.000 UTC,55263.609684375,34405.701834375,8716.3973232925,0.805,0.7775,4,4
2026-02-11 10:00:00.000 UTC,53526.053867565,27151.092154795,12774.169667895,0.765,0.725,2,2
2026-02-11 12:00:00.000 UTC,23175707.872471496,10683493.303778613,6723784.080688186,0.8443333333333334,0.8107333333333333,2,3
2026-02-11 14:00:00.000 UTC,1594822.4372758893,972976.5852686272,194682.9504835726,0.6778947368421052,0.6494736842105263,10,19
2026-02-11 16:00:00.000 UTC,24596.8129096425,12066.04982838,6386.276317325,0.9075,0.885,3,4
2026-02-11 18:00:00.000 UTC,98261.19063072334,48214.99371148,25480.89926156,0.78,0.75,1,3
2026-02-11 20:00:00.000 UTC,5182153.19986021,2282586.63432797,1500385.20156998,0.78,0.73,1,1
2026-02-12 02:00:00.000 UTC,23492246.237018686,19475010.918375693,1048775.67089768,0.83695,0.81195,2,2
2026-02-12 06:00:00.000 UTC,98264.14579351,48213.86863753,25484.2407076,0.78,0.75,1,1
